starttime	seconds	ctime	dtime	ttime	wait
Mon Dec 05 20:45:38 2016	1480970738	0	11	12	11
Mon Dec 05 20:45:39 2016	1480970739	0	11	12	9
Mon Dec 05 20:45:27 2016	1480970727	0	11	12	11
Mon Dec 05 20:43:20 2016	1480970600	1	11	12	9
Mon Dec 05 20:43:21 2016	1480970601	0	12	12	12
Mon Dec 05 20:43:22 2016	1480970602	0	11	12	11
Mon Dec 05 20:43:21 2016	1480970601	0	11	12	11
Mon Dec 05 20:43:21 2016	1480970601	0	12	12	12
Mon Dec 05 20:47:01 2016	1480970821	0	12	12	12
Mon Dec 05 20:47:01 2016	1480970821	7	5	12	5
Mon Dec 05 20:43:21 2016	1480970601	0	12	12	12
Mon Dec 05 20:43:21 2016	1480970601	0	12	12	12
Mon Dec 05 20:43:22 2016	1480970602	0	12	12	12
Mon Dec 05 20:43:22 2016	1480970602	0	12	12	12
Mon Dec 05 20:45:10 2016	1480970710	1	12	12	11
Mon Dec 05 20:43:21 2016	1480970601	0	12	13	12
Mon Dec 05 20:43:22 2016	1480970602	0	12	13	12
Mon Dec 05 20:45:39 2016	1480970739	0	12	13	12
Mon Dec 05 20:43:21 2016	1480970601	0	12	13	12
Mon Dec 05 20:44:50 2016	1480970690	1	12	13	12
Mon Dec 05 20:43:22 2016	1480970602	0	12	13	12
Mon Dec 05 20:43:21 2016	1480970601	0	12	13	12
Mon Dec 05 20:45:12 2016	1480970712	0	12	13	11
Mon Dec 05 20:43:21 2016	1480970601	0	12	13	12
Mon Dec 05 20:43:21 2016	1480970601	0	12	13	12
Mon Dec 05 20:43:21 2016	1480970601	0	13	13	12
Mon Dec 05 20:43:21 2016	1480970601	0	13	13	12
Mon Dec 05 20:43:21 2016	1480970601	1	13	13	12
Mon Dec 05 20:43:22 2016	1480970602	0	13	13	13
Mon Dec 05 20:43:21 2016	1480970601	0	13	13	10
Mon Dec 05 20:43:21 2016	1480970601	0	13	14	13
Mon Dec 05 20:43:21 2016	1480970601	0	13	14	13
Mon Dec 05 20:43:12 2016	1480970592	0	13	14	13
Mon Dec 05 20:43:21 2016	1480970601	1	13	14	13
Mon Dec 05 20:45:27 2016	1480970727	1	13	14	13
Mon Dec 05 20:43:13 2016	1480970593	0	14	14	13
Mon Dec 05 20:43:21 2016	1480970601	0	14	14	12
Mon Dec 05 20:47:22 2016	1480970842	0	14	14	14
Mon Dec 05 20:43:12 2016	1480970592	0	14	14	14
Mon Dec 05 20:43:21 2016	1480970601	1	14	14	14
Mon Dec 05 20:43:21 2016	1480970601	0	14	14	14
Mon Dec 05 20:43:33 2016	1480970613	0	14	14	14
Mon Dec 05 20:43:21 2016	1480970601	0	14	14	14
Mon Dec 05 20:47:22 2016	1480970842	0	14	14	12
Mon Dec 05 20:43:21 2016	1480970601	0	14	14	14
Mon Dec 05 20:43:21 2016	1480970601	0	14	14	14
Mon Dec 05 20:43:21 2016	1480970601	1	14	15	14
Mon Dec 05 20:43:17 2016	1480970597	0	14	15	12
Mon Dec 05 20:43:21 2016	1480970601	0	14	15	14
Mon Dec 05 20:43:21 2016	1480970601	0	14	15	14
Mon Dec 05 20:43:22 2016	1480970602	0	14	15	14
Mon Dec 05 20:47:20 2016	1480970840	1	14	15	7
Mon Dec 05 20:43:21 2016	1480970601	0	14	15	14
Mon Dec 05 20:43:21 2016	1480970601	0	14	15	14
Mon Dec 05 20:43:21 2016	1480970601	0	14	15	14
Mon Dec 05 20:43:21 2016	1480970601	1	14	15	14
Mon Dec 05 20:43:20 2016	1480970600	0	15	15	14
Mon Dec 05 20:43:21 2016	1480970601	0	15	15	14
Mon Dec 05 20:43:34 2016	1480970614	1	14	15	14
Mon Dec 05 20:43:21 2016	1480970601	0	15	15	13
Mon Dec 05 20:43:12 2016	1480970592	0	15	15	15
Mon Dec 05 20:44:50 2016	1480970690	0	15	15	15
Mon Dec 05 20:43:21 2016	1480970601	1	14	15	14
Mon Dec 05 20:43:22 2016	1480970602	1	15	15	15
Mon Dec 05 20:43:21 2016	1480970601	0	15	15	15
Mon Dec 05 20:43:21 2016	1480970601	0	15	15	15
Mon Dec 05 20:43:33 2016	1480970613	0	15	15	14
Mon Dec 05 20:43:21 2016	1480970601	0	15	15	15
Mon Dec 05 20:43:21 2016	1480970601	0	15	15	15
Mon Dec 05 20:45:39 2016	1480970739	0	15	16	15
Mon Dec 05 20:43:21 2016	1480970601	0	15	16	15
Mon Dec 05 20:43:21 2016	1480970601	0	15	16	15
Mon Dec 05 20:43:21 2016	1480970601	0	15	16	14
Mon Dec 05 20:43:12 2016	1480970592	0	15	16	15
Mon Dec 05 20:43:22 2016	1480970602	0	15	16	15
Mon Dec 05 20:43:21 2016	1480970601	1	15	16	15
Mon Dec 05 20:43:21 2016	1480970601	0	15	16	15
Mon Dec 05 20:43:21 2016	1480970601	0	16	16	15
Mon Dec 05 20:45:38 2016	1480970738	1	15	16	15
Mon Dec 05 20:43:34 2016	1480970614	0	16	16	14
Mon Dec 05 20:43:21 2016	1480970601	0	16	16	14
Mon Dec 05 20:43:21 2016	1480970601	0	16	16	16
Mon Dec 05 20:43:21 2016	1480970601	0	16	16	16
Mon Dec 05 20:43:22 2016	1480970602	0	16	16	16
Mon Dec 05 20:43:22 2016	1480970602	0	16	16	16
Mon Dec 05 20:43:21 2016	1480970601	1	16	16	16
Mon Dec 05 20:43:21 2016	1480970601	0	16	16	16
Mon Dec 05 20:43:21 2016	1480970601	0	16	16	16
Mon Dec 05 20:43:22 2016	1480970602	0	16	16	16
Mon Dec 05 20:43:34 2016	1480970614	0	16	16	16
Mon Dec 05 20:43:21 2016	1480970601	0	16	17	16
Mon Dec 05 20:43:21 2016	1480970601	0	16	17	16
Mon Dec 05 20:43:21 2016	1480970601	0	16	17	16
Mon Dec 05 20:43:21 2016	1480970601	0	16	17	16
Mon Dec 05 20:43:21 2016	1480970601	0	16	17	16
Mon Dec 05 20:44:50 2016	1480970690	0	16	17	15
Mon Dec 05 20:45:38 2016	1480970738	2	15	17	15
Mon Dec 05 20:43:21 2016	1480970601	0	17	17	15
Mon Dec 05 20:45:38 2016	1480970738	4	13	17	13
Mon Dec 05 20:43:21 2016	1480970601	2	15	17	14
Mon Dec 05 20:43:21 2016	1480970601	1	16	17	14
Mon Dec 05 20:43:21 2016	1480970601	0	17	17	17
Mon Dec 05 20:43:21 2016	1480970601	1	16	17	16
Mon Dec 05 20:43:21 2016	1480970601	0	17	17	17
Mon Dec 05 20:43:33 2016	1480970613	0	17	17	17
Mon Dec 05 20:43:22 2016	1480970602	0	17	17	15
Mon Dec 05 20:43:12 2016	1480970592	0	17	17	17
Mon Dec 05 20:45:51 2016	1480970751	1	17	17	17
Mon Dec 05 20:43:21 2016	1480970601	0	17	17	15
Mon Dec 05 20:43:21 2016	1480970601	0	17	17	14
Mon Dec 05 20:43:21 2016	1480970601	0	17	17	17
Mon Dec 05 20:47:02 2016	1480970822	0	17	18	17
Mon Dec 05 20:43:21 2016	1480970601	0	17	18	17
Mon Dec 05 20:43:21 2016	1480970601	0	17	18	17
Mon Dec 05 20:43:21 2016	1480970601	0	17	18	17
Mon Dec 05 20:43:21 2016	1480970601	0	17	18	15
Mon Dec 05 20:43:21 2016	1480970601	1	17	18	17
Mon Dec 05 20:45:12 2016	1480970712	1	17	18	17
Mon Dec 05 20:43:22 2016	1480970602	0	17	18	16
Mon Dec 05 20:43:21 2016	1480970601	0	18	18	17
Mon Dec 05 20:43:33 2016	1480970613	0	18	18	18
Mon Dec 05 20:45:18 2016	1480970718	0	18	18	14
Mon Dec 05 20:43:21 2016	1480970601	0	18	18	18
Mon Dec 05 20:43:21 2016	1480970601	0	18	18	18
Mon Dec 05 20:43:34 2016	1480970614	1	17	18	16
Mon Dec 05 20:43:21 2016	1480970601	0	18	18	18
Mon Dec 05 20:45:38 2016	1480970738	0	18	18	18
Mon Dec 05 20:43:21 2016	1480970601	0	18	18	15
Mon Dec 05 20:47:25 2016	1480970845	0	18	18	18
Mon Dec 05 20:43:34 2016	1480970614	1	18	18	18
Mon Dec 05 20:43:21 2016	1480970601	0	18	18	18
Mon Dec 05 20:43:21 2016	1480970601	0	18	18	18
Mon Dec 05 20:43:21 2016	1480970601	1	17	18	15
Mon Dec 05 20:43:21 2016	1480970601	1	18	18	18
Mon Dec 05 20:47:02 2016	1480970822	0	18	18	18
Mon Dec 05 20:43:21 2016	1480970601	0	18	18	18
Mon Dec 05 20:47:25 2016	1480970845	0	18	18	18
Mon Dec 05 20:43:17 2016	1480970597	0	18	18	18
Mon Dec 05 20:45:39 2016	1480970739	1	18	18	18
Mon Dec 05 20:43:22 2016	1480970602	0	18	19	18
Mon Dec 05 20:43:21 2016	1480970601	0	18	19	18
Mon Dec 05 20:43:21 2016	1480970601	0	18	19	16
Mon Dec 05 20:43:21 2016	1480970601	0	18	19	17
Mon Dec 05 20:43:21 2016	1480970601	0	18	19	18
Mon Dec 05 20:44:50 2016	1480970690	0	18	19	18
Mon Dec 05 20:43:12 2016	1480970592	0	18	19	16
Mon Dec 05 20:43:21 2016	1480970601	0	18	19	18
Mon Dec 05 20:43:21 2016	1480970601	0	18	19	17
Mon Dec 05 20:43:12 2016	1480970592	0	19	19	19
Mon Dec 05 20:43:21 2016	1480970601	0	19	19	18
Mon Dec 05 20:45:25 2016	1480970725	1	18	19	18
Mon Dec 05 20:43:22 2016	1480970602	0	19	19	17
Mon Dec 05 20:43:34 2016	1480970614	0	19	19	16
Mon Dec 05 20:43:21 2016	1480970601	1	18	19	18
Mon Dec 05 20:43:21 2016	1480970601	0	19	19	17
Mon Dec 05 20:47:01 2016	1480970821	0	19	19	18
Mon Dec 05 20:47:02 2016	1480970822	0	19	19	16
Mon Dec 05 20:43:21 2016	1480970601	0	19	19	19
Mon Dec 05 20:43:21 2016	1480970601	0	19	19	15
Mon Dec 05 20:43:21 2016	1480970601	0	19	19	19
Mon Dec 05 20:43:33 2016	1480970613	0	19	19	19
Mon Dec 05 20:45:14 2016	1480970714	0	19	19	19
Mon Dec 05 20:43:21 2016	1480970601	0	19	19	19
Mon Dec 05 20:43:21 2016	1480970601	0	19	19	19
Mon Dec 05 20:43:21 2016	1480970601	0	19	19	18
Mon Dec 05 20:45:14 2016	1480970714	0	19	19	17
Mon Dec 05 20:43:21 2016	1480970601	0	19	19	17
Mon Dec 05 20:43:21 2016	1480970601	0	19	19	19
Mon Dec 05 20:43:21 2016	1480970601	0	19	19	19
Mon Dec 05 20:43:27 2016	1480970607	1	19	19	19
Mon Dec 05 20:43:20 2016	1480970600	1	19	19	16
Mon Dec 05 20:43:21 2016	1480970601	0	19	19	16
Mon Dec 05 20:47:01 2016	1480970821	0	19	19	19
Mon Dec 05 20:43:27 2016	1480970607	0	19	20	18
Mon Dec 05 20:47:01 2016	1480970821	0	19	20	19
Mon Dec 05 20:43:21 2016	1480970601	0	19	20	19
Mon Dec 05 20:43:21 2016	1480970601	0	19	20	16
Mon Dec 05 20:43:22 2016	1480970602	0	19	20	17
Mon Dec 05 20:44:50 2016	1480970690	0	19	20	19
Mon Dec 05 20:43:21 2016	1480970601	0	19	20	19
Mon Dec 05 20:43:22 2016	1480970602	0	20	20	20
Mon Dec 05 20:43:21 2016	1480970601	0	20	20	18
Mon Dec 05 20:43:12 2016	1480970592	0	20	20	17
Mon Dec 05 20:43:21 2016	1480970601	0	20	20	20
Mon Dec 05 20:43:34 2016	1480970614	1	20	20	17
Mon Dec 05 20:43:21 2016	1480970601	0	20	20	14
Mon Dec 05 20:43:21 2016	1480970601	0	20	20	20
Mon Dec 05 20:47:02 2016	1480970822	0	20	20	20
Mon Dec 05 20:43:21 2016	1480970601	0	20	20	18
Mon Dec 05 20:43:21 2016	1480970601	0	20	20	14
Mon Dec 05 20:43:21 2016	1480970601	0	20	20	17
Mon Dec 05 20:43:22 2016	1480970602	0	20	20	17
Mon Dec 05 20:43:21 2016	1480970601	1	20	20	20
Mon Dec 05 20:43:21 2016	1480970601	0	20	20	18
Mon Dec 05 20:43:21 2016	1480970601	0	20	21	17
Mon Dec 05 20:43:34 2016	1480970614	0	20	21	20
Mon Dec 05 20:45:39 2016	1480970739	0	20	21	18
Mon Dec 05 20:43:21 2016	1480970601	0	20	21	20
Mon Dec 05 20:43:21 2016	1480970601	0	20	21	19
Mon Dec 05 20:43:21 2016	1480970601	0	20	21	20
Mon Dec 05 20:43:21 2016	1480970601	0	20	21	20
Mon Dec 05 20:43:22 2016	1480970602	0	21	21	18
Mon Dec 05 20:43:21 2016	1480970601	0	20	21	19
Mon Dec 05 20:43:21 2016	1480970601	0	20	21	20
Mon Dec 05 20:43:21 2016	1480970601	0	21	21	21
Mon Dec 05 20:45:10 2016	1480970710	1	20	21	9
Mon Dec 05 20:43:13 2016	1480970593	0	21	21	21
Mon Dec 05 20:43:21 2016	1480970601	0	21	21	21
Mon Dec 05 20:43:21 2016	1480970601	0	21	21	19
Mon Dec 05 20:43:21 2016	1480970601	1	21	21	19
Mon Dec 05 20:43:21 2016	1480970601	0	21	21	21
Mon Dec 05 20:45:25 2016	1480970725	0	21	21	18
Mon Dec 05 20:43:21 2016	1480970601	0	21	21	21
Mon Dec 05 20:43:21 2016	1480970601	1	21	21	21
Mon Dec 05 20:45:34 2016	1480970734	0	21	21	19
Mon Dec 05 20:43:21 2016	1480970601	1	20	21	20
Mon Dec 05 20:43:21 2016	1480970601	0	21	21	17
Mon Dec 05 20:43:21 2016	1480970601	0	21	21	21
Mon Dec 05 20:43:21 2016	1480970601	0	21	21	21
Mon Dec 05 20:43:21 2016	1480970601	0	21	21	18
Mon Dec 05 20:43:10 2016	1480970590	1	21	21	18
Mon Dec 05 20:43:21 2016	1480970601	1	21	21	18
Mon Dec 05 20:43:21 2016	1480970601	1	21	21	20
Mon Dec 05 20:47:22 2016	1480970842	1	21	21	19
Mon Dec 05 20:43:21 2016	1480970601	1	21	21	18
Mon Dec 05 20:43:21 2016	1480970601	0	21	21	21
Mon Dec 05 20:43:21 2016	1480970601	0	21	21	21
Mon Dec 05 20:43:22 2016	1480970602	0	21	21	21
Mon Dec 05 20:43:21 2016	1480970601	1	21	21	18
Mon Dec 05 20:43:21 2016	1480970601	0	21	21	19
Mon Dec 05 20:43:21 2016	1480970601	0	21	21	18
Mon Dec 05 20:43:22 2016	1480970602	1	21	22	19
Mon Dec 05 20:45:18 2016	1480970718	0	21	22	21
Mon Dec 05 20:43:21 2016	1480970601	0	21	22	16
Mon Dec 05 20:45:38 2016	1480970738	2	20	22	20
Mon Dec 05 20:43:21 2016	1480970601	0	21	22	21
Mon Dec 05 20:43:21 2016	1480970601	0	21	22	19
Mon Dec 05 20:43:21 2016	1480970601	1	21	22	21
Mon Dec 05 20:47:01 2016	1480970821	0	21	22	19
Mon Dec 05 20:43:21 2016	1480970601	1	21	22	21
Mon Dec 05 20:43:21 2016	1480970601	0	21	22	21
Mon Dec 05 20:43:21 2016	1480970601	0	22	22	21
Mon Dec 05 20:43:21 2016	1480970601	0	22	22	19
Mon Dec 05 20:43:21 2016	1480970601	0	22	22	20
Mon Dec 05 20:43:21 2016	1480970601	0	22	22	21
Mon Dec 05 20:47:02 2016	1480970822	0	22	22	18
Mon Dec 05 20:43:21 2016	1480970601	0	22	22	22
Mon Dec 05 20:43:21 2016	1480970601	0	22	22	22
Mon Dec 05 20:43:21 2016	1480970601	0	22	22	16
Mon Dec 05 20:43:21 2016	1480970601	0	22	22	22
Mon Dec 05 20:43:34 2016	1480970614	1	22	22	19
Mon Dec 05 20:43:21 2016	1480970601	0	22	22	20
Mon Dec 05 20:47:02 2016	1480970822	0	22	22	22
Mon Dec 05 20:43:21 2016	1480970601	0	22	22	16
Mon Dec 05 20:43:21 2016	1480970601	0	22	22	22
Mon Dec 05 20:45:27 2016	1480970727	0	22	22	22
Mon Dec 05 20:47:01 2016	1480970821	0	22	22	22
Mon Dec 05 20:43:22 2016	1480970602	0	22	22	19
Mon Dec 05 20:45:18 2016	1480970718	0	22	22	22
Mon Dec 05 20:43:22 2016	1480970602	0	22	22	18
Mon Dec 05 20:47:01 2016	1480970821	1	22	23	22
Mon Dec 05 20:43:22 2016	1480970602	0	22	23	22
Mon Dec 05 20:43:22 2016	1480970602	0	22	23	22
Mon Dec 05 20:43:21 2016	1480970601	1	22	23	20
Mon Dec 05 20:43:21 2016	1480970601	0	22	23	19
Mon Dec 05 20:43:21 2016	1480970601	0	22	23	22
Mon Dec 05 20:44:50 2016	1480970690	0	22	23	22
Mon Dec 05 20:45:39 2016	1480970739	0	22	23	22
Mon Dec 05 20:43:21 2016	1480970601	4	19	23	19
Mon Dec 05 20:43:21 2016	1480970601	0	22	23	22
Mon Dec 05 20:47:22 2016	1480970842	0	22	23	22
Mon Dec 05 20:43:27 2016	1480970607	0	22	23	22
Mon Dec 05 20:43:21 2016	1480970601	0	23	23	19
Mon Dec 05 20:43:21 2016	1480970601	0	23	23	14
Mon Dec 05 20:43:21 2016	1480970601	0	23	23	22
Mon Dec 05 20:43:21 2016	1480970601	1	22	23	22
Mon Dec 05 20:43:22 2016	1480970602	0	23	23	19
Mon Dec 05 20:43:21 2016	1480970601	0	23	23	17
Mon Dec 05 20:43:22 2016	1480970602	0	23	23	20
Mon Dec 05 20:43:22 2016	1480970602	0	23	23	23
Mon Dec 05 20:44:50 2016	1480970690	0	23	23	22
Mon Dec 05 20:43:21 2016	1480970601	0	23	23	23
Mon Dec 05 20:45:18 2016	1480970718	0	23	23	18
Mon Dec 05 20:45:34 2016	1480970734	0	23	23	23
Mon Dec 05 20:43:21 2016	1480970601	0	23	23	17
Mon Dec 05 20:43:22 2016	1480970602	0	23	23	23
Mon Dec 05 20:43:21 2016	1480970601	1	23	23	23
Mon Dec 05 20:47:20 2016	1480970840	1	22	23	22
Mon Dec 05 20:43:21 2016	1480970601	0	23	23	19
Mon Dec 05 20:43:21 2016	1480970601	0	23	23	20
Mon Dec 05 20:47:25 2016	1480970845	0	23	23	20
Mon Dec 05 20:43:21 2016	1480970601	0	23	23	19
Mon Dec 05 20:43:21 2016	1480970601	0	23	23	23
Mon Dec 05 20:43:10 2016	1480970590	0	23	23	23
Mon Dec 05 20:43:21 2016	1480970601	0	23	23	18
Mon Dec 05 20:43:21 2016	1480970601	0	23	23	21
Mon Dec 05 20:43:21 2016	1480970601	0	23	24	21
Mon Dec 05 20:43:12 2016	1480970592	1	23	24	23
Mon Dec 05 20:43:34 2016	1480970614	0	23	24	23
Mon Dec 05 20:43:21 2016	1480970601	0	23	24	20
Mon Dec 05 20:43:21 2016	1480970601	0	23	24	23
Mon Dec 05 20:43:21 2016	1480970601	0	23	24	23
Mon Dec 05 20:45:14 2016	1480970714	0	23	24	23
Mon Dec 05 20:43:21 2016	1480970601	0	23	24	17
Mon Dec 05 20:45:39 2016	1480970739	1	23	24	21
Mon Dec 05 20:45:39 2016	1480970739	0	23	24	21
Mon Dec 05 20:43:21 2016	1480970601	0	24	24	20
Mon Dec 05 20:43:21 2016	1480970601	0	24	24	22
Mon Dec 05 20:43:21 2016	1480970601	0	24	24	24
Mon Dec 05 20:43:21 2016	1480970601	0	24	24	22
Mon Dec 05 20:43:21 2016	1480970601	0	24	24	24
Mon Dec 05 20:43:21 2016	1480970601	0	24	24	24
Mon Dec 05 20:43:22 2016	1480970602	0	24	24	24
Mon Dec 05 20:43:21 2016	1480970601	0	24	24	24
Mon Dec 05 20:43:21 2016	1480970601	1	24	24	22
Mon Dec 05 20:43:22 2016	1480970602	0	24	25	24
Mon Dec 05 20:47:22 2016	1480970842	0	24	25	24
Mon Dec 05 20:43:33 2016	1480970613	0	24	25	22
Mon Dec 05 20:43:21 2016	1480970601	0	24	25	24
Mon Dec 05 20:43:12 2016	1480970592	1	24	25	24
Mon Dec 05 20:43:22 2016	1480970602	0	24	25	24
Mon Dec 05 20:43:21 2016	1480970601	0	24	25	22
Mon Dec 05 20:43:21 2016	1480970601	0	24	25	24
Mon Dec 05 20:45:38 2016	1480970738	1	24	25	24
Mon Dec 05 20:43:21 2016	1480970601	0	24	25	22
Mon Dec 05 20:45:39 2016	1480970739	0	25	25	22
Mon Dec 05 20:43:22 2016	1480970602	0	25	25	22
Mon Dec 05 20:43:21 2016	1480970601	0	24	25	23
Mon Dec 05 20:43:21 2016	1480970601	0	24	25	22
Mon Dec 05 20:43:13 2016	1480970593	0	25	25	24
Mon Dec 05 20:43:22 2016	1480970602	1	25	25	23
Mon Dec 05 20:43:21 2016	1480970601	0	25	25	22
Mon Dec 05 20:47:01 2016	1480970821	0	25	25	25
Mon Dec 05 20:45:18 2016	1480970718	0	25	25	25
Mon Dec 05 20:43:21 2016	1480970601	0	25	25	25
Mon Dec 05 20:43:21 2016	1480970601	0	25	25	22
Mon Dec 05 20:43:21 2016	1480970601	0	25	25	24
Mon Dec 05 20:47:30 2016	1480970850	0	25	25	25
Mon Dec 05 20:43:21 2016	1480970601	0	25	25	25
Mon Dec 05 20:43:22 2016	1480970602	0	25	25	23
Mon Dec 05 20:43:21 2016	1480970601	0	25	25	20
Mon Dec 05 20:47:30 2016	1480970850	0	25	25	21
Mon Dec 05 20:43:22 2016	1480970602	0	25	25	23
Mon Dec 05 20:43:21 2016	1480970601	1	25	25	23
Mon Dec 05 20:43:21 2016	1480970601	0	25	25	23
Mon Dec 05 20:43:21 2016	1480970601	0	25	25	19
Mon Dec 05 20:43:22 2016	1480970602	0	25	25	23
Mon Dec 05 20:47:22 2016	1480970842	0	25	25	24
Mon Dec 05 20:43:34 2016	1480970614	0	25	25	25
Mon Dec 05 20:43:21 2016	1480970601	1	24	25	24
Mon Dec 05 20:43:22 2016	1480970602	0	25	25	23
Mon Dec 05 20:45:34 2016	1480970734	0	25	25	25
Mon Dec 05 20:43:21 2016	1480970601	0	25	25	23
Mon Dec 05 20:43:22 2016	1480970602	0	25	26	23
Mon Dec 05 20:43:10 2016	1480970590	0	25	26	25
Mon Dec 05 20:43:21 2016	1480970601	1	25	26	25
Mon Dec 05 20:43:21 2016	1480970601	0	25	26	23
Mon Dec 05 20:43:21 2016	1480970601	0	25	26	21
Mon Dec 05 20:43:21 2016	1480970601	0	25	26	24
Mon Dec 05 20:45:38 2016	1480970738	2	24	26	24
Mon Dec 05 20:43:21 2016	1480970601	1	25	26	22
Mon Dec 05 20:43:21 2016	1480970601	0	25	26	25
Mon Dec 05 20:43:21 2016	1480970601	0	25	26	23
Mon Dec 05 20:43:21 2016	1480970601	0	25	26	23
Mon Dec 05 20:43:21 2016	1480970601	0	26	26	23
Mon Dec 05 20:43:21 2016	1480970601	0	26	26	23
Mon Dec 05 20:43:21 2016	1480970601	0	26	26	26
Mon Dec 05 20:43:21 2016	1480970601	0	26	26	21
Mon Dec 05 20:43:21 2016	1480970601	0	26	26	25
Mon Dec 05 20:43:13 2016	1480970593	1	25	26	25
Mon Dec 05 20:43:21 2016	1480970601	1	25	26	25
Mon Dec 05 20:47:02 2016	1480970822	0	26	26	23
Mon Dec 05 20:43:21 2016	1480970601	0	26	26	22
Mon Dec 05 20:47:02 2016	1480970822	0	26	26	25
Mon Dec 05 20:43:21 2016	1480970601	0	26	26	25
Mon Dec 05 20:43:22 2016	1480970602	0	26	26	26
Mon Dec 05 20:43:21 2016	1480970601	3	23	26	23
Mon Dec 05 20:43:21 2016	1480970601	0	26	26	26
Mon Dec 05 20:43:21 2016	1480970601	0	26	26	22
Mon Dec 05 20:43:21 2016	1480970601	0	26	26	26
Mon Dec 05 20:44:50 2016	1480970690	0	26	27	24
Mon Dec 05 20:43:21 2016	1480970601	0	26	27	20
Mon Dec 05 20:43:22 2016	1480970602	0	26	27	24
Mon Dec 05 20:47:01 2016	1480970821	0	26	27	26
Mon Dec 05 20:45:14 2016	1480970714	0	26	27	24
Mon Dec 05 20:43:21 2016	1480970601	0	26	27	22
