starttime	seconds	ctime	dtime	ttime	wait
Mon Dec 05 20:03:17 2016	1480968197	3	6	9	6
Mon Dec 05 20:03:17 2016	1480968197	3	7	10	7
Mon Dec 05 20:03:17 2016	1480968197	15030	39	15069	39
Mon Dec 05 20:03:17 2016	1480968197	15030	41	15071	41
