resources,mean,standard_deviation,variance,median,min,max,q1,q2,q3,total,in_sla
512,11.475891764237009,17.258770127389354,297.86514631006713,1.6242122585,0.056232803,41.910570676,1.46302030825,1.6242122585,11.837017925749999,10240,308
128,0.04919260352187505,0.07467253892314389,0.0055759880692284386,0.030310473,0.00636233,0.546342542,0.02217262125,0.030310473,0.0421163665,2560,2560
256,0.2834432045684445,0.13156478270358365,0.017309292047841186,0.301124213,0.0,0.740829244,0.222819308,0.301124213,0.353335964,5121,5121
64,0.045172246534374974,0.07484130949038147,0.005601221606235064,0.0289403295,0.006134344,0.517418186,0.02014888075,0.0289403295,0.037928712249999996,1280,1280
1024,19.756227346441815,19.82763455947056,393.1350922239114,4.582895727,0.0,45.120896724,3.949952124,4.582895727,44.195620885,10241,110
