resources,mean,standard_deviation,variance,median,min,max,q1,q2,q3,total,in_sla
512,0.9782071560019518,0.27114536558555363,0.07351980927852354,0.9735964075,0.172850737,1.760275935,0.8442240302499999,0.9735964075,1.08341343325,5120,2980
128,0.08928597375312514,0.09633952534223376,0.009281304143166903,0.0440397785,0.004254461,0.43278061,0.01515534625,0.0440397785,0.15452835575,1280,1280
256,0.2003196959066406,0.16556902431959902,0.027413101814143977,0.16737029450000002,0.00470126,0.624978975,0.04836992275,0.16737029450000002,0.31577322025,2560,2560
64,0.0723935246625,0.11900962951580873,0.014163291917490054,0.030875652,0.005537064,0.563674634,0.01793009425,0.030875652,0.05556022575,640,640
1024,3.4443625238429814,0.5931448687977056,0.35182083538104736,3.5334648189999998,0.068100593,4.326476658,3.1900862022500003,3.5334648189999998,3.8144979045,10070,156
